GENERATION,BEST,AVG,WORST
695,-43987.85,-55545.5,-135865.31
696,-43987.85,-56374.69,-125015.46
697,-43987.85,-54916.66,-121908.51
698,-43987.85,-53381.22,-133790.3
699,-43987.85,-53452.1,-141820.38
700,-43987.85,-53547.96,-142554.38
701,-43987.85,-53644.19,-146301.79
702,-43987.85,-53752.42,-117455.64
703,-43987.85,-56102.75,-143540.14
704,-43987.85,-54803.35,-118347.76
705,-43893.79,-54404.97,-120195.57
706,-43893.79,-54590.58,-132343.48
707,-43893.79,-53636.61,-142005.08
708,-43893.79,-55280.88,-125215.84
709,-43893.79,-53517.38,-132285.64
710,-43893.12,-54414.79,-125528.88
711,-43893.12,-54467.02,-110763.62
712,-43893.12,-53671.81,-129146.78
713,-43893.12,-55230.58,-180944.75
714,-43893.12,-55597.91,-121538.93
715,-43893.12,-55248.59,-114900.4
716,-43893.12,-54095.18,-132760.99
717,-43893.12,-53188.8,-130742.3
718,-43893.12,-55731.84,-120226.87
719,-43893.12,-53196.16,-123307.92
720,-43893.12,-52795.75,-107185.06
721,-43893.12,-53678.83,-117435.46
722,-43893.12,-56474.58,-175356.64
723,-43893.12,-54327.96,-116946.43
724,-43893.12,-54796.27,-131708.74
725,-43893.12,-53408.06,-111102.36
726,-43893.12,-54987.48,-146211.13
727,-43893.12,-54547.17,-127143.43
728,-43893.12,-54913.36,-149482.22
729,-43893.12,-53637.34,-117320.91
730,-43893.12,-56712.48,-129859.78
731,-43893.12,-53648.42,-114435.5
732,-43893.12,-54265.93,-128704.7
733,-43893.12,-54438.07,-147306.39
734,-43893.12,-56282.63,-124666.5
735,-43893.12,-53426.78,-122125.03
736,-43893.12,-53369.0,-112429.91
737,-43893.12,-53558.96,-115375.65
738,-43893.12,-53952.01,-123904.88
739,-43893.12,-54601.77,-165758.14
740,-43893.12,-54204.87,-113067.46
741,-43893.12,-54694.25,-118563.71
742,-43893.12,-54074.62,-142433.01
743,-43893.12,-55171.06,-137943.11
744,-43893.12,-53632.89,-106794.36
745,-43893.12,-53376.03,-114034.52
746,-43893.12,-53962.75,-127381.57
747,-43893.12,-53404.71,-137555.49
748,-43893.12,-55103.84,-145252.97
749,-43893.12,-53137.42,-110731.6
750,-43893.12,-53671.63,-161091.38
751,-43893.12,-53871.76,-127882.87
752,-43893.12,-55639.32,-130256.98
753,-43893.12,-52614.84,-113459.83
754,-43893.12,-54038.53,-119981.3
755,-43893.12,-54350.99,-135713.62
756,-43893.12,-54810.28,-123919.61
757,-43893.12,-54699.83,-140013.28
758,-43893.12,-54378.59,-109960.84
759,-43893.12,-54924.27,-174330.05
760,-43893.12,-53428.85,-134516.43
761,-43893.12,-52791.0,-130497.18
762,-43893.12,-54711.89,-125924.37
763,-43893.12,-53735.11,-140628.2
764,-43893.12,-54251.56,-137521.86
765,-43893.12,-53154.74,-122575.99
766,-43893.12,-53883.29,-113596.66
767,-43893.12,-54283.35,-123778.39
768,-43893.12,-53086.88,-124520.39
769,-43893.12,-53142.41,-134732.15
770,-43893.12,-52954.8,-122384.86
771,-43893.12,-53175.87,-124551.42
772,-43893.12,-55145.08,-130696.45
773,-43893.12,-53505.95,-142197.96
774,-43893.12,-54171.96,-124455.15
775,-43893.12,-53754.81,-129464.48
776,-43893.12,-53465.08,-140106.55
777,-43893.12,-52566.55,-124133.59
778,-43893.12,-54572.47,-135497.81
779,-43893.12,-53764.86,-121123.87
780,-43893.12,-55847.59,-129711.03
781,-43893.12,-53373.57,-123230.11
782,-43893.12,-53646.05,-136350.57
783,-43893.12,-55971.26,-129721.26
784,-43893.12,-54487.32,-133321.61
785,-43893.12,-52647.23,-129344.12
786,-43893.12,-54681.87,-140879.34
787,-43893.12,-53917.92,-123749.02
788,-43893.12,-53648.15,-169468.66
789,-43893.12,-54054.69,-130786.33
790,-43893.12,-53844.3,-121635.38
791,-43893.12,-54534.79,-135885.5
792,-43893.12,-54837.77,-123170.68
793,-43893.12,-54370.65,-119392.29
794,-43893.12,-54171.57,-120450.79
795,-43893.12,-55177.84,-117887.87
796,-43893.12,-54606.51,-122913.26
797,-43893.12,-53546.17,-120382.79
798,-43893.12,-53246.31,-121703.18
799,-43893.12,-55984.4,-143213.79
800,-43893.12,-55523.31,-150223.57
801,-43893.12,-52935.54,-163599.75
802,-43893.12,-54566.52,-124088.63
803,-43893.12,-53450.51,-134223.61
804,-43893.12,-55417.99,-121535.84
805,-43893.12,-55023.74,-135860.1
806,-43893.12,-55359.91,-131093.21
807,-43893.12,-54348.65,-115043.25
808,-43893.12,-54544.76,-132270.53
809,-43893.12,-53941.23,-127650.61
810,-43893.12,-53286.68,-129940.53
811,-43893.12,-53915.74,-138016.93
812,-43893.12,-55153.46,-142099.16
813,-43893.12,-55685.05,-123184.73
814,-43893.12,-54549.46,-124087.92
815,-43893.12,-53490.67,-126863.87
816,-43893.12,-54550.5,-127899.12
817,-43893.12,-53117.97,-121778.18
818,-43893.12,-54660.28,-120460.67
819,-43893.12,-55426.75,-128846.57
820,-43893.12,-53633.33,-150555.03
821,-43893.12,-55534.7,-139393.3
822,-43893.12,-55839.05,-149658.18
823,-43893.12,-53975.01,-116108.57
824,-43893.12,-53538.18,-138497.37
825,-43893.12,-54600.74,-123067.95
826,-43893.12,-55124.36,-132305.61
827,-43893.12,-54873.89,-158037.52
828,-43893.12,-54100.33,-131481.55
829,-43893.12,-53354.2,-122666.78
830,-43893.12,-54324.49,-139848.75
831,-43893.12,-52443.66,-132465.11
832,-43893.12,-53231.11,-129809.8
833,-43893.12,-54986.37,-118803.95
834,-43893.12,-54918.31,-122393.65
835,-43893.12,-54017.15,-128723.44
836,-43893.12,-55275.32,-141173.02
837,-43893.12,-54684.37,-117906.5
838,-43893.12,-54187.54,-125688.93
839,-43893.12,-53286.44,-127916.47
840,-43893.12,-55504.99,-135521.24
841,-43893.12,-54341.62,-140822.85
842,-43893.12,-53337.88,-129362.47
843,-43893.12,-54474.51,-125290.43
844,-43893.12,-54763.18,-135276.29
845,-43893.12,-53105.06,-133120.38
846,-43893.12,-54910.64,-117491.38
847,-43893.12,-54490.96,-132942.64
848,-43893.12,-53752.37,-136246.75
849,-43893.12,-54201.37,-142900.27
850,-43893.12,-54781.79,-159129.02
851,-43893.12,-54010.64,-109960.84
852,-43893.12,-54063.26,-131420.99
853,-43893.12,-55174.86,-125296.82
854,-43893.12,-54458.02,-118612.65
855,-43893.12,-54712.93,-122725.54
856,-43893.12,-54722.87,-130620.55
857,-43893.12,-54359.17,-117844.55
858,-43893.12,-55110.16,-139763.44
859,-43893.12,-53158.66,-122116.92
860,-43893.12,-54038.16,-134251.66
861,-43893.12,-53807.62,-164132.01
862,-43893.12,-55246.74,-130990.74
863,-43893.12,-53922.46,-116885.67
864,-43893.12,-53964.61,-120561.85
865,-43893.12,-53887.33,-139681.76
866,-43893.12,-53430.09,-118740.71
867,-43893.12,-53020.24,-124746.84
868,-43893.12,-53560.76,-128199.46
869,-43893.12,-53742.16,-117861.4
870,-43893.12,-53825.55,-133962.97
871,-43893.12,-55179.19,-115813.94
872,-43893.12,-55507.98,-120897.88
873,-43893.12,-53626.89,-128688.31
874,-43893.12,-53887.18,-132770.09
875,-43893.12,-54082.0,-135193.2
876,-43893.12,-54717.31,-143343.21
877,-43893.12,-54570.01,-139067.58
878,-43893.12,-53720.02,-148148.79
879,-43893.12,-54189.53,-117884.59
880,-43893.12,-55507.83,-137618.48
881,-43893.12,-53937.97,-141675.62
882,-43893.12,-54213.71,-124514.32
883,-43893.12,-53989.77,-128622.98
884,-43871.23,-53422.69,-116485.43
885,-43871.23,-53380.93,-156821.56
886,-43871.23,-54040.55,-131762.77
887,-43871.23,-54361.19,-129602.28
888,-43871.23,-56239.65,-126423.01
889,-43871.23,-53729.18,-122159.23
890,-43871.23,-53405.48,-112010.59
891,-43871.23,-55200.51,-143607.81
892,-43871.23,-53560.87,-115760.08
893,-43871.23,-55201.92,-134649.22
894,-43871.23,-53826.66,-130584.01
895,-43871.23,-53518.63,-133181.66
896,-43871.23,-53875.11,-111338.37
897,-43871.23,-55665.65,-178733.85
898,-43871.23,-53887.13,-124471.77
899,-43871.23,-53915.21,-131285.6
900,-43871.23,-55368.02,-118971.36
901,-43871.23,-52650.2,-177043.08
902,-43871.23,-54028.59,-119222.96
903,-43871.23,-54347.71,-133210.88
904,-43871.23,-54181.12,-132317.28
905,-43871.23,-53361.39,-127900.32
906,-43871.23,-52825.69,-117412.97
907,-43871.23,-53459.49,-140036.42
908,-43871.23,-53295.15,-135496.46
909,-43871.23,-54389.85,-111275.45
910,-43871.23,-55691.77,-135083.37
911,-43871.23,-53808.39,-131532.18
912,-43871.23,-53929.72,-128307.11
913,-43871.23,-52831.02,-123781.75
914,-43871.23,-54627.56,-148117.27
915,-43871.23,-54980.75,-145868.18
916,-43871.23,-53441.16,-110178.19
917,-43871.23,-54846.37,-127991.3
918,-43871.23,-56074.2,-132697.37
919,-43871.23,-54403.05,-122784.94
920,-43871.23,-52863.29,-131449.84
921,-43871.23,-53147.48,-118996.57
922,-43871.23,-53725.8,-122695.91
923,-43871.23,-53171.71,-128648.64
924,-43856.57,-54679.44,-124529.96
925,-43856.57,-55362.28,-143127.08
926,-43856.57,-53431.48,-127465.07
927,-43856.57,-54315.95,-125819.0
928,-43856.57,-54028.45,-160535.88
929,-43856.57,-52859.74,-122227.38
930,-43856.57,-53759.66,-149289.99
931,-43856.57,-53001.58,-142352.73
932,-43856.57,-54819.63,-137047.13
933,-43856.57,-53336.33,-154888.51
934,-43856.57,-55007.09,-114584.7
935,-43856.57,-53066.46,-116242.32
936,-43856.57,-54564.95,-124820.48
937,-43856.57,-52938.94,-135892.15
938,-43856.57,-54614.26,-139928.2
939,-43856.57,-54396.34,-119720.36
940,-43856.57,-52648.23,-123585.03
941,-43856.57,-55305.38,-114734.34
942,-43856.57,-54249.03,-128241.97
943,-43856.57,-53755.13,-138904.34
944,-43856.57,-53662.66,-111431.68
945,-43856.57,-54360.85,-131731.5
946,-43856.57,-54192.33,-122084.75
947,-43856.57,-53011.32,-111199.34
948,-43856.57,-54851.87,-116200.0
949,-43856.57,-53953.66,-130789.21
950,-43856.57,-53600.52,-133883.31
951,-43856.57,-55619.33,-140994.65
952,-43856.57,-54109.37,-109816.44
953,-43856.57,-52689.05,-111800.78
954,-43856.57,-54737.25,-130128.86
955,-43856.57,-54026.08,-118310.42
956,-43856.57,-51990.06,-116486.47
957,-43856.57,-53892.87,-128103.75
958,-43856.57,-54522.61,-111717.07
959,-43856.57,-53658.59,-109816.44
960,-43856.57,-55476.79,-138291.95
961,-43856.57,-52929.1,-121589.41
962,-43856.57,-53112.81,-117619.67
963,-43856.57,-52832.42,-128256.19
964,-43856.57,-53708.07,-131305.16
965,-43856.57,-54140.91,-132898.39
966,-43856.57,-53831.66,-146688.87
967,-43856.57,-56043.95,-133767.74
968,-43856.57,-55993.47,-145481.36
969,-43856.57,-52882.16,-128216.96
970,-43856.57,-53418.46,-128150.99
971,-43856.57,-54163.49,-141565.9
972,-43856.57,-54432.64,-116127.99
973,-43856.57,-54062.2,-138616.44
974,-43856.57,-55035.47,-136710.99
975,-43856.57,-55459.58,-119523.08
976,-43856.57,-55054.19,-135584.37
977,-43856.57,-55010.58,-138187.12
978,-43856.57,-53538.03,-123648.15
979,-43856.57,-53991.59,-124616.84
980,-43856.57,-54980.15,-166366.34
981,-43856.57,-55028.46,-119084.85
982,-43856.57,-56681.63,-133838.33
983,-43856.57,-56111.82,-163032.41
984,-43856.57,-54251.57,-126640.76
985,-43856.57,-54400.12,-124079.54
986,-43856.57,-52698.29,-132266.94
987,-43856.57,-53720.65,-126603.91
988,-43856.57,-53834.59,-125679.92
989,-43856.57,-53890.87,-138722.22
990,-43856.57,-53914.01,-150659.18
991,-43856.57,-53743.1,-118987.63
992,-43856.57,-53940.34,-116557.96
993,-43856.57,-52377.53,-113374.92
994,-43856.57,-53671.74,-125857.16
995,-43856.57,-54606.87,-128192.73
996,-43856.57,-54774.06,-131087.73
997,-43856.57,-53760.1,-124498.55
998,-43856.57,-53635.15,-124860.47
999,-43856.57,-55121.05,-135613.94
1000,-43856.57,-54435.51,-124880.75
